<!DOCTYPE html>,GoalWeek,season_x
"<meta name=""octolytics-dimension-user_id"" content=""6758381"" /><meta name=""octolytics-dimension-user_login"" content=""vaastav"" /><meta name=""octolytics-dimension-repository_id"" content=""24128688"" /><meta name=""octolytics-dimension-repository_nwo"" content=""vaastav/Fantasy-Premier-League"" /><meta name=""octolytics-dimension-repository_public"" content=""true"" /><meta name=""octolytics-dimension-repository_is_fork"" content=""false"" /><meta name=""octolytics-dimension-repository_network_root_id"" content=""24128688"" /><meta name=""octolytics-dimension-repository_network_root_nwo"" content=""vaastav/Fantasy-Premier-League"" />",3,2024_25
"<meta name=""turbo-body-classes"" content=""logged-out env-production page-responsive"">",3,2024_25
"<meta name=""browser-stats-url"" content=""https://api.github.com/_private/browser/stats"">",3,2024_25
"<meta name=""browser-errors-url"" content=""https://api.github.com/_private/browser/errors"">",3,2024_25
"<link rel=""mask-icon"" href=""https://github.githubassets.com/assets/pinned-octocat-093da3e6fa40.svg"" color=""#000000"">",3,2024_25
"<link rel=""alternate icon"" class=""js-site-favicon"" type=""image/png"" href=""https://github.githubassets.com/favicons/favicon.png"">",3,2024_25
"<link rel=""icon"" class=""js-site-favicon"" type=""image/svg+xml"" href=""https://github.githubassets.com/favicons/favicon.svg"">",3,2024_25
"<meta name=""theme-color"" content=""#1e2327"">",3,2024_25
"<meta name=""color-scheme"" content=""light dark"" />",3,2024_25
"<link rel=""manifest"" href=""/manifest.json"" crossOrigin=""use-credentials"">",3,2024_25
</head>,3,2024_25
"<body class=""logged-out env-production page-responsive"" style=""word-wrap: break-word;"">",3,2024_25
"<div data-turbo-body class=""logged-out env-production page-responsive"" style=""word-wrap: break-word;"">",3,2024_25
"<div class=""position-relative js-header-wrapper "">",3,2024_25
"<a href=""#start-of-content"" data-skip-target-assigned=""false"" class=""px-2 py-4 color-bg-accent-emphasis color-fg-on-emphasis show-on-focus js-skip-to-content"">Skip to content</a>",3,2024_25
"<span data-view-component=""true"" class=""progress-pjax-loader Progress position-fixed width-full"">",3,2024_25
"<span style=""width: 0%;"" data-view-component=""true"" class=""Progress-item progress-pjax-loader-bar left-0 top-0 color-bg-accent-emphasis""></span>",3,2024_25
</span>,3,2024_25
"<script crossorigin=""anonymous"" defer=""defer"" type=""application/javascript"" src=""https://github.githubassets.com/assets/vendors-node_modules_primer_react_lib-esm_Dialog_Dialog_js-node_modules_primer_react_lib-esm_-bd7638-42ec9a5bc7b9.js""></script>",3,2024_25
"<script crossorigin=""anonymous"" defer=""defer"" type=""application/javascript"" src=""https://github.githubassets.com/assets/ui_packages_ui-commands_ui-commands_ts-637d9e7396f2.js""></script>",3,2024_25
"<script crossorigin=""anonymous"" defer=""defer"" type=""application/javascript"" src=""https://github.githubassets.com/assets/keyboard-shortcuts-dialog-772777c04156.js""></script>",3,2024_25
<react-partial,3,2024_25
"partial-name=""keyboard-shortcuts-dialog""",3,2024_25
"data-ssr=""false""",3,2024_25
>,3,2024_25
"<script type=""application/json"" data-target=""react-partial.embeddedData"">{""props"":{""docsUrl"":""https://docs.github.com/get-started/accessibility/keyboard-shortcuts""}}</script>",3,2024_25
"<div data-target=""react-partial.reactRoot""></div>",3,2024_25
</react-partial>,3,2024_25
"<script crossorigin=""anonymous"" defer=""defer"" type=""application/javascript"" src=""https://github.githubassets.com/assets/vendors-node_modules_github_remote-form_dist_index_js-node_modules_delegated-events_dist_inde-94fd67-9a621ecbf672.js""></script>",3,2024_25
"<script crossorigin=""anonymous"" defer=""defer"" type=""application/javascript"" src=""https://github.githubassets.com/assets/sessions-f3ddee0032e4.js""></script>",3,2024_25
"<header class=""HeaderMktg header-logged-out js-details-container js-header Details position-relative f4 py-3"" role=""banner"" data-color-mode=light data-light-theme=light data-dark-theme=dark>",3,2024_25
"<h2 class=""sr-only"">Navigation Menu</h2>",3,2024_25
"<button type=""button"" class=""HeaderMktg-backdrop d-lg-none border-0 position-fixed top-0 left-0 width-full height-full js-details-target"" aria-label=""Toggle navigation"">",3,2024_25
"<span class=""d-none"">Toggle navigation</span>",3,2024_25
</button>,3,2024_25
"<div class=""d-flex flex-column flex-lg-row flex-items-center px-3 px-md-4 px-lg-5 height-full position-relative z-1"">",3,2024_25
"<div class=""d-flex flex-justify-between flex-items-center width-full width-lg-auto"">",3,2024_25
"<div class=""flex-1"">",3,2024_25
"<button aria-label=""Toggle navigation"" aria-expanded=""false"" type=""button"" data-view-component=""true"" class=""js-details-target js-nav-padding-recalculate js-header-menu-toggle Button--link Button--medium Button d-lg-none color-fg-inherit p-1"">  <span class=""Button-content"">",3,2024_25
"<span class=""Button-label""><div class=""HeaderMenu-toggle-bar rounded my-1""></div>",3,2024_25
"<div class=""HeaderMenu-toggle-bar rounded my-1""></div>",3,2024_25
"<div class=""HeaderMenu-toggle-bar rounded my-1""></div></span>",3,2024_25
</span>,3,2024_25
</button>,3,2024_25
</div>,3,2024_25
"<a class=""mr-lg-3 color-fg-inherit flex-order-2 js-prevent-focus-on-mobile-nav""",3,2024_25
"href=""/""",3,2024_25
"aria-label=""Homepage""",3,2024_25
"data-analytics-event=""{&quot;category&quot;:&quot;Marketing nav&quot;,&quot;action&quot;:&quot;click to go to homepage&quot;,&quot;label&quot;:&quot;ref_page:Marketing;ref_cta:Logomark;ref_loc:Header&quot;}"">",3,2024_25
"<svg height=""32"" aria-hidden=""true"" viewBox=""0 0 24 24"" version=""1.1"" width=""32"" data-view-component=""true"" class=""octicon octicon-mark-github"">",3,2024_25
"<path d=""M12.5.75C6.146.75 1 5.896 1 12.25c0 5.089 3.292 9.387 7.863 10.91.575.101.79-.244.79-.546 0-.273-.014-1.178-.014-2.142-2.889.532-3.636-.704-3.866-1.35-.13-.331-.69-1.352-1.18-1.625-.402-.216-.977-.748-.014-.762.906-.014 1.553.834 1.769 1.179 1.035 1.74 2.688 1.25 3.349.948.1-.747.402-1.25.733-1.538-2.559-.287-5.232-1.279-5.232-5.678 0-1.25.445-2.285 1.178-3.09-.115-.288-.517-1.467.115-3.048 0 0 .963-.302 3.163 1.179.92-.259 1.897-.388 2.875-.388.977 0 1.955.13 2.875.388 2.2-1.495 3.162-1.179 3.162-1.179.633 1.581.23 2.76.115 3.048.733.805 1.179 1.825 1.179 3.09 0 4.413-2.688 5.39-5.247 5.678.417.36.776 1.05.776 2.128 0 1.538-.014 2.774-.014 3.162 0 .302.216.662.79.547C20.709 21.637 24 17.324 24 12.25 24 5.896 18.854.75 12.5.75Z""></path>",3,2024_25
</svg>,3,2024_25
</a>,3,2024_25
"<div class=""flex-1 flex-order-2 text-right"">",3,2024_25
<a,3,2024_25
"href=""/login?return_to=https%3A%2F%2Fgithub.com%2Fvaastav%2FFantasy-Premier-League%2Fblob%2Fmaster%2Fdata%2F2024-25%2Fgws%2Fgw3.csv""",3,2024_25
"class=""HeaderMenu-link HeaderMenu-button d-inline-flex d-lg-none flex-order-1 f5 no-underline border color-border-default rounded-2 px-2 py-1 color-fg-inherit js-prevent-focus-on-mobile-nav""",3,2024_25
"data-hydro-click=""{&quot;event_type&quot;:&quot;authentication.click&quot;,&quot;payload&quot;:{&quot;location_in_page&quot;:&quot;site header menu&quot;,&quot;repository_id&quot;:null,&quot;auth_type&quot;:&quot;SIGN_UP&quot;,&quot;originating_url&quot;:&quot;https://github.com/vaastav/Fantasy-Premier-League/blob/master/data/2024-25/gws/gw3.csv&quot;,&quot;user_id&quot;:null}}"" data-hydro-click-hmac=""66fa6bd0adbf58772e6cd6a8a041b54a861bdfd4df36cc22e1d276f476d27122""",3,2024_25
"data-analytics-event=""{&quot;category&quot;:&quot;Marketing nav&quot;,&quot;action&quot;:&quot;click to Sign in&quot;,&quot;label&quot;:&quot;ref_page:Marketing;ref_cta:Sign in;ref_loc:Header&quot;}""",3,2024_25
>,3,2024_25
Sign in,3,2024_25
</a>,3,2024_25
</div>,3,2024_25
</div>,3,2024_25
"<div class=""HeaderMenu js-header-menu height-fit position-lg-relative d-lg-flex flex-column flex-auto top-0"">",3,2024_25
"<div class=""HeaderMenu-wrapper d-flex flex-column flex-self-start flex-lg-row flex-auto rounded rounded-lg-0"">",3,2024_25
"<nav class=""HeaderMenu-nav"" aria-label=""Global"">",3,2024_25
"<ul class=""d-lg-flex list-style-none"">",3,2024_25
"<li class=""HeaderMenu-item position-relative flex-wrap flex-justify-between flex-items-center d-block d-lg-flex flex-lg-nowrap flex-lg-items-center js-details-container js-header-menu-item"">",3,2024_25
"<button type=""button"" class=""HeaderMenu-link border-0 width-full width-lg-auto px-0 px-lg-2 py-lg-2 no-wrap d-flex flex-items-center flex-justify-between js-details-target"" aria-expanded=""false"">",3,2024_25
Product,3,2024_25
"<svg opacity=""0.5"" aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-chevron-down HeaderMenu-icon ml-1"">",3,2024_25
"<path d=""M12.78 5.22a.749.749 0 0 1 0 1.06l-4.25 4.25a.749.749 0 0 1-1.06 0L3.22 6.28a.749.749 0 1 1 1.06-1.06L8 8.939l3.72-3.719a.749.749 0 0 1 1.06 0Z""></path>",3,2024_25
</svg>,3,2024_25
</button>,3,2024_25
"<div class=""HeaderMenu-dropdown dropdown-menu rounded m-0 p-0 py-2 py-lg-4 position-relative position-lg-absolute left-0 left-lg-n3 d-lg-flex dropdown-menu-wide"">",3,2024_25
"<div class=""px-lg-4 border-lg-right mb-4 mb-lg-0 pr-lg-7"">",3,2024_25
"<ul class=""list-style-none f5"" >",3,2024_25
<li>,3,2024_25
"<a class=""HeaderMenu-dropdown-link d-block no-underline position-relative py-2 Link--secondary d-flex flex-items-center Link--has-description pb-lg-3"" data-analytics-event=""{&quot;location&quot;:&quot;navbar&quot;,&quot;action&quot;:&quot;actions&quot;,&quot;context&quot;:&quot;product&quot;,&quot;tag&quot;:&quot;link&quot;,&quot;label&quot;:&quot;actions_link_product_navbar&quot;}"" href=""https://github.com/features/actions"">",3,2024_25
"<svg aria-hidden=""true"" height=""24"" viewBox=""0 0 24 24"" version=""1.1"" width=""24"" data-view-component=""true"" class=""octicon octicon-workflow color-fg-subtle mr-3"">",3,2024_25
"<path d=""M1 3a2 2 0 0 1 2-2h6.5a2 2 0 0 1 2 2v6.5a2 2 0 0 1-2 2H7v4.063C7 16.355 7.644 17 8.438 17H12.5v-2.5a2 2 0 0 1 2-2H21a2 2 0 0 1 2 2V21a2 2 0 0 1-2 2h-6.5a2 2 0 0 1-2-2v-2.5H8.437A2.939 2.939 0 0 1 5.5 15.562V11.5H3a2 2 0 0 1-2-2Zm2-.5a.5.5 0 0 0-.5.5v6.5a.5.5 0 0 0 .5.5h6.5a.5.5 0 0 0 .5-.5V3a.5.5 0 0 0-.5-.5ZM14.5 14a.5.5 0 0 0-.5.5V21a.5.5 0 0 0 .5.5H21a.5.5 0 0 0 .5-.5v-6.5a.5.5 0 0 0-.5-.5Z""></path>",3,2024_25
</svg>,3,2024_25
<div>,3,2024_25
"<div class=""color-fg-default h4"">Actions</div>",3,2024_25
Automate any workflow,3,2024_25
</div>,3,2024_25
</a></li>,3,2024_25
<li>,3,2024_25
"<a class=""HeaderMenu-dropdown-link d-block no-underline position-relative py-2 Link--secondary d-flex flex-items-center Link--has-description pb-lg-3"" data-analytics-event=""{&quot;location&quot;:&quot;navbar&quot;,&quot;action&quot;:&quot;packages&quot;,&quot;context&quot;:&quot;product&quot;,&quot;tag&quot;:&quot;link&quot;,&quot;label&quot;:&quot;packages_link_product_navbar&quot;}"" href=""https://github.com/features/packages"">",3,2024_25
"<svg aria-hidden=""true"" height=""24"" viewBox=""0 0 24 24"" version=""1.1"" width=""24"" data-view-component=""true"" class=""octicon octicon-package color-fg-subtle mr-3"">",3,2024_25
"<path d=""M12.876.64V.639l8.25 4.763c.541.313.875.89.875 1.515v9.525a1.75 1.75 0 0 1-.875 1.516l-8.25 4.762a1.748 1.748 0 0 1-1.75 0l-8.25-4.763a1.75 1.75 0 0 1-.875-1.515V6.917c0-.625.334-1.202.875-1.515L11.126.64a1.748 1.748 0 0 1 1.75 0Zm-1 1.298L4.251 6.34l7.75 4.474 7.75-4.474-7.625-4.402a.248.248 0 0 0-.25 0Zm.875 19.123 7.625-4.402a.25.25 0 0 0 .125-.216V7.639l-7.75 4.474ZM3.501 7.64v8.803c0 .09.048.172.125.216l7.625 4.402v-8.947Z""></path>",3,2024_25
</svg>,3,2024_25
<div>,3,2024_25
"<div class=""color-fg-default h4"">Packages</div>",3,2024_25
Host and manage packages,3,2024_25
</div>,3,2024_25
</a></li>,3,2024_25
<li>,3,2024_25
"<a class=""HeaderMenu-dropdown-link d-block no-underline position-relative py-2 Link--secondary d-flex flex-items-center Link--has-description pb-lg-3"" data-analytics-event=""{&quot;location&quot;:&quot;navbar&quot;,&quot;action&quot;:&quot;security&quot;,&quot;context&quot;:&quot;product&quot;,&quot;tag&quot;:&quot;link&quot;,&quot;label&quot;:&quot;security_link_product_navbar&quot;}"" href=""https://github.com/features/security"">",3,2024_25
"<svg aria-hidden=""true"" height=""24"" viewBox=""0 0 24 24"" version=""1.1"" width=""24"" data-view-component=""true"" class=""octicon octicon-shield-check color-fg-subtle mr-3"">",3,2024_25
"<path d=""M16.53 9.78a.75.75 0 0 0-1.06-1.06L11 13.19l-1.97-1.97a.75.75 0 0 0-1.06 1.06l2.5 2.5a.75.75 0 0 0 1.06 0l5-5Z""></path><path d=""m12.54.637 8.25 2.675A1.75 1.75 0 0 1 22 4.976V10c0 6.19-3.771 10.704-9.401 12.83a1.704 1.704 0 0 1-1.198 0C5.77 20.705 2 16.19 2 10V4.976c0-.758.489-1.43 1.21-1.664L11.46.637a1.748 1.748 0 0 1 1.08 0Zm-.617 1.426-8.25 2.676a.249.249 0 0 0-.173.237V10c0 5.46 3.28 9.483 8.43 11.426a.199.199 0 0 0 .14 0C17.22 19.483 20.5 15.461 20.5 10V4.976a.25.25 0 0 0-.173-.237l-8.25-2.676a.253.253 0 0 0-.154 0Z""></path>",3,2024_25
</svg>,3,2024_25
<div>,3,2024_25
"<div class=""color-fg-default h4"">Security</div>",3,2024_25
Find and fix vulnerabilities,3,2024_25
</div>,3,2024_25
</a></li>,3,2024_25
<li>,3,2024_25
"<a class=""HeaderMenu-dropdown-link d-block no-underline position-relative py-2 Link--secondary d-flex flex-items-center Link--has-description pb-lg-3"" data-analytics-event=""{&quot;location&quot;:&quot;navbar&quot;,&quot;action&quot;:&quot;codespaces&quot;,&quot;context&quot;:&quot;product&quot;,&quot;tag&quot;:&quot;link&quot;,&quot;label&quot;:&quot;codespaces_link_product_navbar&quot;}"" href=""https://github.com/features/codespaces"">",3,2024_25
"<svg aria-hidden=""true"" height=""24"" viewBox=""0 0 24 24"" version=""1.1"" width=""24"" data-view-component=""true"" class=""octicon octicon-codespaces color-fg-subtle mr-3"">",3,2024_25
"<path d=""M3.5 3.75C3.5 2.784 4.284 2 5.25 2h13.5c.966 0 1.75.784 1.75 1.75v7.5A1.75 1.75 0 0 1 18.75 13H5.25a1.75 1.75 0 0 1-1.75-1.75Zm-2 12c0-.966.784-1.75 1.75-1.75h17.5c.966 0 1.75.784 1.75 1.75v4a1.75 1.75 0 0 1-1.75 1.75H3.25a1.75 1.75 0 0 1-1.75-1.75ZM5.25 3.5a.25.25 0 0 0-.25.25v7.5c0 .138.112.25.25.25h13.5a.25.25 0 0 0 .25-.25v-7.5a.25.25 0 0 0-.25-.25Zm-2 12a.25.25 0 0 0-.25.25v4c0 .138.112.25.25.25h17.5a.25.25 0 0 0 .25-.25v-4a.25.25 0 0 0-.25-.25Z""></path><path d=""M10 17.75a.75.75 0 0 1 .75-.75h6.5a.75.75 0 0 1 0 1.5h-6.5a.75.75 0 0 1-.75-.75Zm-4 0a.75.75 0 0 1 .75-.75h.5a.75.75 0 0 1 0 1.5h-.5a.75.75 0 0 1-.75-.75Z""></path>",3,2024_25
</svg>,3,2024_25
<div>,3,2024_25
"<div class=""color-fg-default h4"">Codespaces</div>",3,2024_25
Instant dev environments,3,2024_25
</div>,3,2024_25
</a></li>,3,2024_25
<li>,3,2024_25
"<a class=""HeaderMenu-dropdown-link d-block no-underline position-relative py-2 Link--secondary d-flex flex-items-center Link--has-description pb-lg-3"" data-analytics-event=""{&quot;location&quot;:&quot;navbar&quot;,&quot;action&quot;:&quot;github_copilot&quot;,&quot;context&quot;:&quot;product&quot;,&quot;tag&quot;:&quot;link&quot;,&quot;label&quot;:&quot;github_copilot_link_product_navbar&quot;}"" href=""https://github.com/features/copilot"">",3,2024_25
